movie_id,genre
1847,TV Movie
37575,Adventure
89368,Romance
74655,Documentary
73516,Adventure
13619,Family
78548,Comedy
85252,Romance
11932,Horror
76631,Romance
57524,Music
43867,TV Movie
99272,Documentary
45322,Action
10112,Music
76605,Drama
83717,Family
61120,Fantasy
86963,Adventure
70256,Thriller
12639,Mystery
88747,Crime
12322,History
52341,Music
54497,Thriller
50925,Documentary
58874,Animation
75700,Science Fiction
63683,Drama
75140,Documentary
55623,Comedy
6641,Western
46936,Crime
54609,Animation
36024,Fantasy
26041,Documentary
51218,Mystery
53324,Comedy
40255,Adventure
89989,Comedy
8851,Family
21432,Mystery
71940,History
1901,War
93881,Fantasy
37276,Action
95674,Mystery
54694,War
53239,Science Fiction
27196,Adventure
52181,Horror
4991,Romance
57524,Science Fiction
19809,Romance
77139,TV Movie
678,Science Fiction
77594,Western
1265,Fantasy
62263,Crime
28200,Crime
84251,Horror
93668,Comedy
94819,War
38403,Animation
10690,Comedy
42866,Romance
1650,Drama
43175,Family
72348,TV Movie
87017,Science Fiction
20907,Drama
31980,Thriller
84521,Music
92891,War
40546,Romance
51720,Science Fiction
59605,Science Fiction
4248,Crime
8738,TV Movie
97629,Crime
29550,Adventure
96194,Fantasy
46388,Fantasy
67070,Comedy
2460,Science Fiction
74655,Horror
27427,Action
1649,War
21468,Action
87547,Family
96731,TV Movie
68640,War
58169,Fantasy
29511,Music
53321,Western
65141,War
80372,Crime
96293,Adventure
99181,Drama
22698,History
68866,Science Fiction
47317,Drama
93668,Crime
41018,Science Fiction
32785,Science Fiction
77645,History
37627,Romance
2897,History
77623,Thriller
45244,Romance
58084,Adventure
7495,TV Movie
67486,Mystery
10145,Fantasy
16183,Drama
68953,TV Movie
12006,History
88178,Fantasy
27196,Drama
31566,TV Movie
2630,Fantasy
98761,Thriller
24695,Drama
39188,Horror
7894,Family
98761,Drama
18727,Western
91029,Music
16560,Drama
89989,Family
2864,Drama
87565,Documentary
16979,Fantasy
12680,Mystery
80266,Drama
65620,Family
16420,Thriller
16854,Thriller
20274,TV Movie
55744,Adventure
62478,Family
64216,Thriller
79768,Mystery
55093,War
52072,History
42456,Adventure
51556,Adventure
29165,Romance
52843,TV Movie
678,Drama
58047,Music
69775,Romance
90468,Comedy
45088,Comedy
15465,War
68363,Animation
92024,Action
80990,Thriller
50925,Drama
91577,TV Movie
62382,Crime
95625,Western
37874,Drama
68640,Romance
40135,Adventure
45724,Animation
77053,Thriller
6943,TV Movie
2274,Family
46222,War
5703,Science Fiction
71820,Drama
77628,Fantasy
80646,Documentary
89790,War
40005,War
91119,Romance
55251,Romance
73896,Romance
26891,Comedy
91441,Comedy
93967,Science Fiction
56840,Science Fiction
79079,War
99315,Romance
15890,Action
97657,History
98199,History
32472,History
43373,Adventure
6098,Family
82071,Action
81650,Action
98808,Comedy
72785,Drama
72443,Fantasy
8024,TV Movie
11507,Crime
16223,Adventure
30331,Horror
74498,War
62307,Western
72443,Mystery
7315,Horror
11890,Western
77710,Thriller
48056,Crime
78409,Mystery
19230,Action
64820,History
84036,Family
64976,Family
12791,Western
34125,Documentary
41259,Music
75297,Drama
34280,TV Movie
37901,Fantasy
45799,History
92155,History
53292,History
15421,TV Movie
50041,Action
9942,Thriller
26666,Romance
60474,Western
28458,Thriller
32172,Romance
52113,Family
32172,Fantasy
19534,Family
88895,Mystery
76792,Thriller
54044,Western
18667,Drama
49958,Thriller
19720,Action
11517,Crime
33571,Documentary
39605,Adventure
70200,TV Movie
9475,Crime
34125,Crime
71802,Music
83900,Animation
29157,TV Movie
54582,Documentary
12482,Science Fiction
57921,Science Fiction
25641,TV Movie
95135,Mystery
77820,Music
51233,History
14994,Romance
3122,Adventure
9523,Animation
28956,Fantasy
45476,Horror
69989,Horror
32578,History
8331,Romance
80081,Fantasy
40109,History
64445,Fantasy
27489,Crime
69689,Family
85880,Horror
24968,Action
54079,History
57678,Action
2460,Drama
6191,Romance
92155,Crime
15004,Thriller
45908,Documentary
7962,TV Movie
1650,Horror
75140,History
58096,Science Fiction
37115,Drama
51715,Adventure
39072,Music
75084,Western
50840,Music
69033,TV Movie
49041,Documentary
44081,Animation
55623,Adventure
26945,Crime
81423,Horror
44733,Animation
63136,Animation
4380,Crime
62718,Horror
30939,Animation
91989,Mystery
83414,Family
94634,History
49952,Adventure
904,Comedy
47748,War
37022,Western
50955,Comedy
7717,Fantasy
16169,TV Movie
80990,Documentary
70693,Comedy
60799,Fantasy
3300,Mystery
38804,Fantasy
80231,Documentary
56554,Western
44228,Romance
4004,Science Fiction
12770,Animation
13657,Crime
76748,War
49304,Romance
50495,TV Movie
96253,Romance
29443,Fantasy
53448,Science Fiction
38207,Drama
77789,Romance
99589,Documentary
8942,Science Fiction
9672,Family
18620,Adventure
65140,Family
30917,Action
44292,Thriller
32898,Western
50501,Crime
90493,TV Movie
16431,Drama
94819,Drama
62310,War
83419,War
89115,Adventure
18707,Science Fiction
95887,Romance
95625,War
32640,Fantasy
76063,Romance
80699,Crime
37985,Horror
87823,Family
91130,Crime
15290,Horror
82472,Crime
52079,Thriller
51990,Comedy
4981,Science Fiction
80266,Western
24581,Adventure
11934,Thriller
75782,Music
64397,Thriller
42920,History
14603,War
19950,Western
33082,War
51609,Mystery
64820,Romance
36885,TV Movie
26721,War
95774,War
96795,TV Movie
23010,Thriller
34069,Drama
64814,Music
26269,Adventure
44284,History
91441,Crime
54044,Animation
76465,Western
46670,Mystery
91520,Music
32762,Animation
5648,Documentary
72408,Romance
61012,Comedy
49835,Mystery
92094,Western
47355,War
19640,Animation
29625,Documentary
32472,TV Movie
47672,Animation
4203,Music
75009,Western
58345,Western
81505,Comedy
11070,Action
36997,Adventure
14782,Mystery
7511,Mystery
37645,Adventure
31472,Western
54893,TV Movie
37902,Music
98999,Action
18554,Fantasy
13234,Thriller
41753,History
54558,War
88982,Western
57195,Drama
5633,Western
98108,Science Fiction
57591,Fantasy
11275,History
42405,Comedy
170,Documentary
89076,Comedy
87994,Crime
56060,Fantasy
74745,Music
69323,Family
23979,Crime
67643,Horror
98797,Horror
80196,Mystery
46066,Romance
75228,Family
95825,War
74043,Western
4549,Music
98340,Music
1692,War
91230,History
39280,Drama
6499,War
93357,Music
43785,Romance
48859,Science Fiction
51230,TV Movie
99548,Adventure
26008,War
51354,Music
27196,TV Movie
51354,Mystery
51923,Thriller
77654,War
34109,Animation
2640,History
67032,Action
77154,Documentary
13744,Animation
39078,Western
50058,Comedy
11750,Animation
74850,Family
37108,Family
10164,Drama
4549,Adventure
48649,Documentary
97703,TV Movie
54974,History
21552,Comedy
81257,Mystery
62437,History
35670,Romance
79713,Fantasy
72923,Horror
41787,War
46772,Horror
70988,Thriller
54695,Adventure
13981,Animation
51912,Horror
7518,War
55505,Animation
67588,Science Fiction
43957,Horror
11890,Horror
58302,Horror
80067,Western
96297,Action
37874,Crime
34235,History
4295,History
6082,Romance
13427,Adventure
13420,Comedy
53078,Adventure
98691,War
44551,Mystery
12647,Western
83842,Crime
32689,Adventure
10065,Horror
97629,War
27283,Documentary
73890,History
2748,Thriller
98591,Horror
1519,Western
47931,Thriller
59480,Comedy
81976,Romance
38709,Comedy
95595,Romance
38478,Comedy
77925,Documentary
82071,Fantasy
83297,Music
41787,Family
34064,Comedy
685,Crime
99393,Documentary
69575,Crime
83842,Western
38304,Family
50818,Fantasy
18987,Science Fiction
39177,Comedy
69109,Fantasy
55093,Drama
42783,Family
15601,Science Fiction
40193,Western
74031,Science Fiction
42370,Crime
21169,Western
51569,Drama
2398,Documentary
84585,Western
77469,Thriller
39978,History
76786,Western
13420,Horror
98821,Science Fiction
49613,History
77445,Horror
45371,Animation
8024,Animation
48510,War
30377,Horror
12047,War
72997,Science Fiction
68030,Drama
45768,History
47317,History
87549,Mystery
39328,Science Fiction
34219,War
73288,Comedy
79312,Thriller
37994,Animation
96556,Adventure
32898,Comedy
25959,Action
10988,Science Fiction
38729,Action
47721,Documentary
78432,Drama
88716,Western
38423,Music
83508,Action
36026,Drama
32280,Western
6943,Mystery
97534,Music
42939,Music
2066,Mystery
74675,Romance
89364,Music
42197,Music
81766,Documentary
89331,History
98768,Fantasy
23826,Adventure
98108,Drama
93782,Fantasy
75972,Music
78101,Crime
34387,Action
76431,Science Fiction
44084,Family
59333,Action
1276,War
80635,Mystery
99041,Action
202,Crime
58161,War
60360,TV Movie
28596,History
45601,Comedy
89065,Action
95109,Family
51062,Crime
44707,Adventure
34686,Thriller
41463,Drama
45928,Thriller
18186,Documentary
92800,Science Fiction
57141,Crime
68685,Science Fiction
57443,War
52341,War
64308,Documentary
77791,Adventure
48259,Thriller
12639,Comedy
92892,Music
55350,Western
30513,Adventure
52943,Adventure
45737,Romance
46291,Science Fiction
31182,Adventure
96593,Comedy
20331,Western
84584,Fantasy
53659,Drama
45945,Mystery
20304,Music
65946,Animation
11275,Mystery
93278,Science Fiction
11350,Romance
4467,Fantasy
55948,Mystery
39642,Comedy
32020,Family
61144,Animation
25710,Adventure
36615,Western
18054,Family
53073,Thriller
77791,Mystery
74949,Drama
73916,Fantasy
99531,Music
8790,Romance
33188,Romance
2274,Science Fiction
57627,Animation
45671,Science Fiction
77469,Western
21942,Romance
57652,Family
18620,Crime
97875,Western
47767,Comedy
15183,Romance
33594,TV Movie
3886,Documentary
19230,Documentary
97515,Animation
78392,Science Fiction
65084,Animation
93881,Horror
39545,Animation
2640,History
75880,War
36175,Action
2905,TV Movie
94827,TV Movie
67365,History
38619,Action
50844,Comedy
16830,Animation
19640,Crime
31955,Music
93973,Music
41367,Mystery
76245,Music
99181,TV Movie
70417,Mystery
41090,Crime
78432,Comedy
2883,Science Fiction
37476,Music
18452,Western
15067,Western
90533,Horror
48340,Documentary
64226,Fantasy
26227,Action
73875,Music
78361,Romance
23711,Documentary
37645,Action
75771,Adventure
88330,Horror
81445,Animation
70988,History
50818,Documentary
44837,Documentary
63341,Adventure
32472,History
64016,Documentary
54248,Thriller
46890,Romance
98387,Crime
64787,Thriller
62059,Adventure
46588,Fantasy
2225,Music
78776,Western
29300,Drama
83939,Fantasy
45037,TV Movie
83362,Horror
86705,Music
15367,Science Fiction
25673,War
60685,Western
5140,TV Movie
15456,Science Fiction
98591,Crime
34895,Horror
17272,Science Fiction
52325,War
31340,Mystery
19475,TV Movie
50347,Thriller
3811,Comedy
37193,TV Movie
51054,Science Fiction
86579,Romance
2614,Music
83786,Animation
65699,History
71831,Family
93564,Documentary
980,Romance
57401,Thriller
72877,Western
43167,TV Movie
99088,Science Fiction
50313,Science Fiction
76546,Action
39328,Music
46936,History
83407,Romance
19525,History
13635,History
11906,Horror
40816,TV Movie
95105,Fantasy
97968,Science Fiction
40967,Romance
87054,Western
91338,Fantasy
14142,Comedy
7195,Drama
51369,Family
30253,Family
72998,Western
1580,Science Fiction
69748,TV Movie
48185,Fantasy
93273,Music
33761,TV Movie
63106,Comedy
60233,Crime
30926,TV Movie
45926,Action
76059,Documentary
3054,Science Fiction
12041,Comedy
97562,Horror
33546,Crime
92819,War
49613,Science Fiction
37815,War
17047,Mystery
50844,Crime
5269,Action
15586,War
18943,Romance
29438,Crime
75399,Documentary
75670,TV Movie
21207,Music
89078,War
75438,Adventure
23281,Mystery
81212,Thriller
48185,Thriller
4467,TV Movie
59577,War
13826,Family
78904,Animation
73539,Thriller
81272,War
67804,Documentary
46510,Family
91520,Mystery
2583,Family
41861,Western
80762,Documentary
46362,Science Fiction
83519,History
81914,Thriller
99355,Action
7483,Drama
50405,Mystery
11859,Animation
37985,Western
54680,Science Fiction
53515,Crime
81445,Horror
62741,War
35236,Animation
27056,Documentary
37982,Animation
32692,Crime
24673,Fantasy
41538,Western
95104,Mystery
27480,Documentary
93448,Horror
50089,Romance
35670,Documentary
96706,Documentary
25562,Thriller
80863,Horror
27645,Science Fiction
61889,Fantasy
28277,Thriller
38049,Drama
2602,Drama
38597,Action
66966,Family
3037,Crime
32475,Western
16826,Family
5446,Thriller
10121,Western
74512,Music
38365,Science Fiction
46559,Comedy
19659,Music
33039,Mystery
99885,Romance
1143,Crime
51609,TV Movie
83781,Drama
39903,Science Fiction
68609,Mystery
5039,TV Movie
37347,Music
94578,Drama
89303,TV Movie
72188,Mystery
1514,Animation
39118,Science Fiction
45280,Animation
20304,Drama
99186,War
66890,Romance
17112,War
69575,Western
65402,Romance
77054,Documentary
37085,Family
29578,Drama
45941,War
24156,War
13127,Science Fiction
73787,Western
37129,Adventure
20097,Family
92585,Horror
34563,War
30513,Mystery
62061,Fantasy
1265,Fantasy
93274,Thriller
53925,Drama
94427,Fantasy
31566,Action
57223,Adventure
62061,Comedy
30046,Romance
29550,Comedy
16169,Adventure
85681,Family
68551,War
44366,Western
51848,Romance
15394,History
13378,Thriller
81257,Family
19406,Romance
67426,Family
7518,Crime
98279,TV Movie
26889,Family
43212,History
77838,Family
4788,Fantasy
77797,War
22977,Animation
16333,Thriller
34625,Science Fiction
38995,Thriller
55193,Family
5703,Adventure
40393,Thriller
38054,War
51189,Crime
62012,Fantasy
43043,Fantasy
14988,Adventure
24912,Adventure
9130,Western
52459,Animation
9475,Thriller
93811,Romance
93973,Romance
88620,Romance
9942,Documentary
77838,Animation
31341,Action
90381,TV Movie
23364,Comedy
29345,Action
52964,Thriller
31323,War
46526,Family
76339,Adventure
58786,War
24267,TV Movie
61655,History
77753,Family
68886,Music
94572,TV Movie
52113,Music
6678,Horror
21539,Western
78460,Action
84067,Animation
33267,Music
53378,Fantasy
33088,Crime
80081,Action
78101,History
94058,Thriller
71337,Comedy
26929,Science Fiction
95277,Western
78789,Family
37894,Science Fiction
49138,Drama
95837,Science Fiction
38473,TV Movie
94315,History
57561,War
2498,Comedy
36008,Science Fiction
41856,Horror
44583,Animation
11850,Science Fiction
49562,Animation
75025,Science Fiction
17010,Documentary
83007,Action
72998,Romance
67422,TV Movie
25489,Action
61268,Thriller
74043,Family
23760,War
6943,TV Movie
85702,Documentary
42298,History
49687,History
32762,Crime
33704,Music
33214,Thriller
27204,Romance
21207,Romance
35924,Animation
78269,Music
53031,War
71449,Music
50679,Adventure
44583,Adventure
86381,Thriller
370,History
22323,War
11106,Western
53981,Action
60737,Comedy
58302,Comedy
1145,Adventure
27400,Western
74038,Music
95166,History
61330,Mystery
77106,Science Fiction
46772,Animation
41286,Mystery
59754,Family
76558,Drama
2056,Family
56805,War
38324,Fantasy
94138,Documentary
79513,Comedy
55993,Science Fiction
30911,Crime
27884,Crime
13900,Drama
19903,Fantasy
97452,Drama
91161,Fantasy
99729,History
9936,Comedy
23221,Documentary
75049,Romance
84652,Fantasy
2038,Action
97795,Thriller
30903,Mystery
99907,Drama
28143,Fantasy
41040,Horror
96593,Animation
74496,Music
75444,TV Movie
50779,Science Fiction
74114,History
30363,Action
95104,Romance
29699,Documentary
902,Adventure
88377,Family
56412,Action
76631,Comedy
39433,Comedy
64787,Crime
72638,Fantasy
6429,Mystery
35386,War
18554,Thriller
26484,Action
79782,Science Fiction
42263,Adventure
9475,TV Movie
96455,Crime
4251,Western
1650,Crime
43048,Adventure
71811,Drama
14290,Animation
7877,Thriller
35988,Animation
75023,Mystery
84067,Drama
60475,Animation
58462,Science Fiction
65716,War
75291,History
93379,Drama
69393,Fantasy
59492,Crime
29671,Family
25489,Romance
94148,Comedy
9534,Romance
17637,Music
11995,Adventure
38919,Mystery
87868,Action
47904,Drama
59704,Fantasy
49794,Thriller
66310,Mystery
92055,History
81420,TV Movie
9262,Documentary
12047,TV Movie
17973,Horror
44733,Animation
83749,Fantasy
74831,Science Fiction
27361,Mystery
63345,History
80984,Mystery
50041,Thriller
85109,Drama
58089,Documentary
33088,Mystery
25970,Thriller
59605,Science Fiction
41144,Comedy
44518,Science Fiction
67724,Romance
63787,Horror
91029,Comedy
66890,Animation
88909,Adventure
93379,History
88259,Mystery
29489,War
3282,TV Movie
68640,Horror
97224,History
57322,Fantasy
22438,Music
86639,Western
47303,Action
18859,War
61549,Romance
856,Action
85507,Thriller
1418,Horror
11504,Science Fiction
86601,Comedy
81755,Science Fiction
37284,Romance
4799,Action
15187,Fantasy
4931,Drama
18953,Horror
78166,Adventure
64887,Adventure
3185,Documentary
790,Western
81643,Romance
32544,Animation
11961,Drama
26200,Drama
68980,Comedy
98761,Crime
55350,Thriller
27204,Comedy
30033,Mystery
80293,TV Movie
80103,TV Movie
95356,Adventure
68474,War
79192,Action
61655,War
3353,Family
18886,Horror
5547,Science Fiction
34333,TV Movie
30305,Thriller
85748,Thriller
12447,Music
17470,History
10079,Documentary
79406,Family
62891,Mystery
67304,Adventure
95774,Western
78548,History
66630,Comedy
18512,Music
99547,War
81073,Drama
22986,Comedy
8331,Drama
14290,History
1422,Science Fiction
27916,Music
43239,Action
52846,War
10784,TV Movie
41047,Crime
53914,Western
17213,Comedy
24968,Documentary
6292,Thriller
32560,Drama
46018,Drama
42298,Fantasy
89884,Mystery
95661,Romance
3130,TV Movie
54497,Fantasy
92464,Science Fiction
33180,Crime
23099,War
48650,Family
32472,Science Fiction
50572,Fantasy
16770,Western
71562,Documentary
7826,Comedy
29311,Horror
97657,History
16051,Animation
40554,Action
33704,Music
4284,TV Movie
22253,Science Fiction
65585,Romance
12398,Drama
77654,Thriller
21169,Western
49022,Drama
61756,Animation
45518,Animation
14656,War
83778,Romance
4015,Animation
13105,Drama
87479,Drama
68403,Crime
6370,Animation
50267,War
66311,Science Fiction
40193,Romance
91843,Comedy
19151,Family
38919,Mystery
2887,Family
97439,Science Fiction
32544,Thriller
61008,Crime
20331,Comedy
94745,Horror
13198,War
50136,History
19003,Thriller
94354,Science Fiction
61268,Documentary
96059,TV Movie
19938,Science Fiction
34501,Family
97816,Fantasy
72427,Horror
27942,Adventure
888,Mystery
47406,Comedy
90181,Fantasy
86600,Crime
17209,Western
92037,Animation
51715,Animation
45832,Documentary
77594,History
4890,Crime
49740,Animation
83019,Drama
54079,War
84303,Family
77578,Action
54044,Comedy
21998,Drama
19745,Romance
65717,Mystery
2583,History
95957,War
47101,Action
7436,Comedy
52869,TV Movie
48859,TV Movie
33433,War
51017,Family
80521,History
77939,TV Movie
21856,Horror
98092,Documentary
91634,TV Movie
27196,Music
45476,Documentary
85252,Mystery
57627,Thriller
53566,Action
31472,Family
19654,Family
97629,Horror
1122,Romance
53697,History
61984,Science Fiction
58206,Drama
56224,Drama
11275,History
16322,Comedy
95595,War
38417,History
62907,Western
81914,Romance
97816,Mystery
68342,Science Fiction
37193,TV Movie
37683,Adventure
5039,Comedy
5879,War
35102,Thriller
64496,History
56760,Fantasy
44762,Science Fiction
49562,Music
14014,Fantasy
50252,Romance
52181,Mystery
64604,Documentary
34867,Western
39427,Comedy
15183,Thriller
62296,Western
43897,Animation
19475,Romance
82335,Thriller
68692,Mystery
41753,Fantasy
40993,Action
64348,Thriller
33251,TV Movie
97124,War
86821,Adventure
50920,Romance
6370,Thriller
84791,Animation
26912,Adventure
99062,Family
99354,Adventure
33721,Adventure
91182,Fantasy
68449,Documentary
38744,Music
37090,Fantasy
75126,Drama
50974,Music
37550,Crime
43677,TV Movie
88717,Crime
54619,Music
19270,Fantasy
53325,Drama
99781,Western
20470,Horror
28594,Music
99041,Animation
62258,Thriller
13298,Drama
53363,History
65766,Science Fiction
32153,Adventure
6526,Mystery
7436,Comedy
83141,War
16979,Action
62073,Adventure
57842,Adventure
37874,Comedy
17178,Animation
50494,Thriller
36794,Romance
79860,Adventure
7483,TV Movie
4046,Horror
37208,Mystery
39642,Action
61330,Adventure
93899,Adventure
29671,Crime
78045,Comedy
76826,Music
92049,Animation
44575,History
3096,War
73433,History
48284,Action
32762,Documentary
52468,Horror
10399,Adventure
36334,TV Movie
78836,War
48425,Western
12814,Comedy
43222,Mystery
80891,War
61493,Mystery
19726,Western
54763,Thriller
3886,Action
54497,Documentary
75436,Western
84521,Action
57964,Family
11903,Thriller
20304,Science Fiction
80266,War
53098,Drama
2627,TV Movie
69243,Drama
6238,Thriller
7036,Comedy
50136,Music
5323,Mystery
47267,Comedy
30538,Action
41861,Action
68390,Drama
21497,Fantasy
11055,Action
85012,TV Movie
24464,War
10399,Science Fiction
49061,Documentary
62017,Adventure
2204,Fantasy
1418,Comedy
40992,Mystery
47509,Horror
16826,Mystery
72188,Horror
84834,Western
69417,Family
13198,Drama
83035,TV Movie
92683,Animation
78715,Thriller
85983,War
66863,Science Fiction
93777,Thriller
92501,Horror
74154,Crime
8069,TV Movie
7777,Science Fiction
87694,History
77838,Romance
21552,Adventure
43175,TV Movie
74938,Western
22683,Family
96000,Science Fiction
67988,History
93736,Crime
74519,TV Movie
89383,Music
32475,Mystery
30939,Fantasy
49603,Thriller
66450,Music
92819,Crime
42920,Music
10254,Action
55859,TV Movie
61330,Music
46559,Fantasy
8922,Mystery
55677,Thriller
38372,Thriller
49041,Comedy
72988,Romance
49138,Western
25331,Drama
77469,Animation
56057,Action
36753,Music
90596,Science Fiction
56299,Horror
88713,History
45487,Adventure
66372,Comedy
69189,Thriller
1418,Thriller
22373,Family
91376,Romance
32692,Comedy
17130,Documentary
97657,Western
2038,Comedy
32566,Animation
80984,Documentary
9287,Drama
86267,Romance
42227,Music
88608,TV Movie
33253,Family
