id,original_title,popularity,release_date
73735,Avatar,14.749221,1994-03-04
9036,Up,13.802591,2009-01-10
87565,Braveheart,35.094576,2019-12-09
58429,Kingdom of Heaven,99.719845,2008-03-14
41849,The Avengers,86.173844,1999-07-06
36789,Iron Man,62.266567,2020-05-12
11963,Vertigo,31.230103,1998-08-06
24581,Forrest Gump,16.822289,1994-11-01
35714,Ratatouille,74.519173,2019-03-26
80582,Toy Story,20.811824,1999-10-01
8364,Vertigo,41.43706,2004-09-28
61731,Toy Story,53.154825,2005-01-21
35517,Forrest Gump,9.708364,1995-06-02
87382,WALL-E,78.048078,2013-09-05
73664,Lord of the Rings,94.157133,2013-03-09
23220,Harry Potter,15.093985,2012-09-11
22253,Casablanca,86.822361,2003-12-30
52639,Se7en,48.728814,2003-10-11
75670,Psycho,14.010444,2002-01-26
96396,Inception,60.977175,2001-11-20
50779,Shrek,93.060301,2013-06-01
32504,Gladiator,95.760116,2003-01-30
90181,Spider-Man,72.117205,1995-03-27
92739,The Lion King,49.610562,2007-04-03
94572,Spider-Man,19.075033,2017-02-10
83061,Finding Nemo,60.193662,1998-07-30
79006,Forrest Gump,61.532344,1990-07-31
28458,Citizen Kane,11.553191,1993-08-26
94354,Fight Club,25.750962,1992-01-18
25440,Grown Ups,31.079854,2015-04-15
25214,Monsters Inc,86.033259,2004-10-05
95277,Grown Ups,58.553039,2012-02-08
34219,Vertigo,24.769732,2004-08-27
32313,Finding Nemo,31.350175,2014-07-01
21062,Cars,15.016745,1990-06-05
68114,Toy Story,4.904336,2020-07-31
34216,Oliver Twist,51.219609,2015-08-17
16102,Monsters Inc,3.668281,2012-08-16
326,Jurassic Park,99.208336,2000-06-29
24928,Gladiator,77.347572,2016-10-13
94483,Harry Potter,77.898253,1994-01-11
9130,Lord of the Rings,75.57432,2013-06-09
26817,Avatar,64.290508,2012-01-15
18285,Fight Club,7.462147,2007-11-03
60616,Pulp Fiction,45.870499,2020-08-19
4610,Grown Ups,28.256568,2011-06-29
17976,Troy,30.173576,2002-05-07
80902,Goodfellas,37.385567,1992-04-07
55837,Back to the Future,32.405983,1997-08-07
45476,Back to the Future,66.389546,2020-02-22
55236,Toy Story,1.241395,2006-10-26
15569,WALL-E,36.944101,2006-12-08
86333,300,94.472592,1990-10-15
61549,The Matrix,26.159278,2003-10-01
60952,The Dark Knight,62.322,2013-04-21
19470,Vertigo,56.261898,1995-02-13
187,Gladiator,49.182888,1996-02-12
45926,The Avengers,12.657415,2002-05-18
86601,300,83.665888,2013-03-04
84745,Gladiator,56.943792,1997-01-28
53733,Grown Ups,54.092898,2018-05-11
81285,Better Luck Tomorrow,94.947079,2009-03-01
22867,Citizen Kane,8.738636,2006-10-23
17637,Monsters Inc,49.408705,2020-08-27
93274,Alpha and Omega,70.748376,2010-11-10
9123,The Matrix,79.816699,1993-09-29
85237,Finding Nemo,0.586889,2002-08-24
19950,Schindler's List,68.378227,2017-01-26
22873,Fight Club,95.592729,2016-03-03
93316,Cars,73.158762,2002-08-06
95746,WALL-E,42.193785,2002-03-10
45982,Braveheart,87.662725,2002-05-27
8763,The Lion King,87.923301,1991-05-22
62278,Shrek,68.977414,2006-07-25
81766,Titanic,66.775752,2006-10-07
27642,Batman Begins,34.765894,2020-04-02
83939,Gladiator,24.628821,2004-02-06
23842,Brave,63.166307,2019-02-04
9009,Toy Story,1.284295,1991-09-18
43405,Iron Man,84.378297,2007-02-24
83549,Goodfellas,90.318422,2000-11-08
31988,Casablanca,16.820448,1996-08-21
28571,WALL-E,57.464276,1994-02-21
15154,The Shawshank Redemption,18.237635,2001-01-17
33726,Shrek,49.704678,2011-05-11
5140,Spider-Man,64.023348,2009-07-21
27797,The Incredibles,39.358409,2020-10-03
8720,300,89.53546,2005-12-10
77469,Inception,89.17296,1997-05-14
10094,The Matrix,53.308138,2006-02-23
89774,Kingdom of Heaven,58.256845,2009-03-12
1513,Jurassic Park,0.770066,2009-10-10
54974,Finding Nemo,34.124728,1994-11-18
25219,Better Luck Tomorrow,76.196947,2011-06-07
87821,Indiana Jones,99.409176,2011-05-19
57346,Batman Begins,94.55578,1991-07-08
52115,Oliver Twist,9.911524,2007-08-03
29375,Fight Club,42.010945,2020-03-13
93340,The Silence of the Lambs,5.937103,2013-09-23
78166,Iron Man,83.823816,2011-07-04
8193,Se7en,73.140931,2006-04-14
80288,Casablanca,92.213878,1997-01-29
37720,The Silence of the Lambs,50.419837,2012-11-24
90653,Gladiator,10.775617,2010-09-07
67486,The Incredibles,58.606553,2006-09-23
55030,Ratatouille,86.781738,2012-09-15
47007,Interstellar,5.480244,1991-10-12
47061,Troy,81.575924,2013-03-05
98542,Oliver Twist,62.548624,2003-09-08
81257,Titanic,13.656544,2005-02-08
51576,The Godfather,66.086349,1994-07-14
69689,Monsters Inc,6.678099,2014-06-25
45458,Braveheart,17.857946,1995-06-13
86654,Grown Ups,6.305305,2007-09-30
67386,Spider-Man,58.640797,2007-07-28
63258,The Avengers,29.129213,2004-12-22
12272,Oliver Twist,29.2003,2006-08-28
76940,Ratatouille,64.823004,2013-01-29
91442,The Matrix,11.44471,2010-10-20
4046,The Incredibles,63.503743,2003-08-19
79221,Iron Man,69.94055,2009-05-20
1422,Up,85.8157,2013-08-21
91520,300,67.308818,1994-05-29
80835,300,65.516466,1999-12-08
80249,WALL-E,65.829015,2000-06-10
62160,300,4.594987,1995-05-28
33419,Pulp Fiction,44.452661,2005-08-05
755,Finding Nemo,55.342027,2011-08-03
60504,Better Luck Tomorrow,66.676697,1995-12-11
675,Inception,29.475358,2001-09-15
23983,Spider-Man,67.95232,2013-10-08
58047,Grown Ups,39.887553,2005-06-03
83297,Forrest Gump,71.674909,2003-12-28
8700,Ratatouille,18.911805,2020-01-17
44780,Lord of the Rings,30.816024,2016-07-22
93967,Shrek,94.985124,1990-06-22
28014,Casablanca,75.912749,2001-06-29
93564,Oliver Twist,89.913109,2006-09-01
74731,Gladiator,20.419098,2001-01-12
50152,Shrek,94.316736,1998-07-15
68056,Finding Nemo,74.5466,2003-10-08
28143,Casablanca,59.261381,1990-07-07
45322,Indiana Jones,1.768715,2000-02-20
27019,Toy Story,5.664868,2002-10-22
18408,The Incredibles,77.358575,1993-03-14
55353,Gladiator,67.062888,2017-05-25
52124,Finding Nemo,21.760051,2007-01-01
2614,Infamous,44.40889,2016-02-27
31697,Batman Begins,65.768863,1990-12-14
85988,Ratatouille,2.018885,1999-11-07
26200,Vertigo,67.876341,2014-11-19
69775,The Matrix,40.454197,2016-12-04
70538,Goodfellas,9.939452,1991-01-02
6526,Kingdom of Heaven,16.772858,2017-10-18
88596,Alpha and Omega,42.950571,2010-01-30
87758,Schindler's List,62.822913,1995-06-15
25970,Finding Nemo,34.762067,2007-09-22
6244,The Dark Knight,11.454118,1996-10-01
2282,Alpha and Omega,82.718675,2009-06-03
1028,Vertigo,50.276384,2015-09-16
34050,Citizen Kane,28.648717,2020-10-10
14105,Pulp Fiction,68.489467,2016-01-09
61039,Iron Man,33.95946,1992-01-22
88025,300,36.490633,2013-12-28
685,Titanic,28.122277,1990-06-14
34056,Infamous,36.414271,2012-02-28
95825,Gladiator,26.60677,2012-06-25
90304,Finding Nemo,98.249367,2002-06-17
13077,Avatar,26.124288,2004-09-18
90359,Gladiator,64.882439,2017-06-29
65070,Citizen Kane,19.619618,2012-09-16
77015,Shrek,55.901543,2018-05-28
63611,Iron Man,51.138612,2011-09-20
79590,Grown Ups,55.593836,2010-10-10
94148,Spider-Man,35.962873,2000-05-23
44307,Better Luck Tomorrow,87.143496,1997-08-30
60326,The Lion King,30.139135,2000-12-15
82823,300,87.202294,1994-11-23
46362,Finding Nemo,40.93066,2008-02-10
21277,Troy,65.40147,2011-09-15
85837,Gladiator,1.501787,2002-10-15
27185,Troy,44.377113,1997-10-10
43021,Troy,65.140865,1991-01-28
53783,Psycho,30.112171,2001-05-14
7234,Cars,32.48338,2016-09-27
43298,Casablanca,40.000835,2005-01-31
83922,Cars,27.274912,2019-10-18
78715,Cars,60.505692,2014-02-24
61144,Goodfellas,5.391989,2001-02-21
12241,Oliver Twist,83.198516,2007-08-17
49936,Oliver Twist,96.018728,1990-05-16
48425,Kingdom of Heaven,16.981907,1997-02-12
88375,Brave,22.898966,2005-02-03
47100,Interstellar,94.911391,2009-02-20
3493,Schindler's List,16.832448,2011-08-20
956,Oliver Twist,11.080649,1990-06-26
20379,Goodfellas,79.429496,2013-09-25
39624,Star Wars,67.927253,2000-11-05
91581,Indiana Jones,68.146808,2000-03-06
15122,The Shawshank Redemption,23.051241,2016-01-05
6659,Psycho,37.903894,2008-04-10
15183,The Shawshank Redemption,16.353334,2008-11-06
51720,Grown Ups,16.579623,2007-12-12
51909,The Avengers,49.820397,2000-05-14
28981,WALL-E,67.434729,2012-06-14
63345,Goodfellas,32.411812,1999-09-06
6511,Brave,47.798469,1994-07-09
59063,Back to the Future,35.161558,2005-10-26
1157,The Avengers,91.520763,2014-07-05
91962,The Incredibles,70.489231,2016-04-26
41273,Forrest Gump,62.70272,1990-03-12
60838,Spider-Man,73.166826,2019-08-29
1330,Alpha and Omega,27.161608,1992-08-26
78226,The Matrix,93.014461,2008-12-29
99589,Better Luck Tomorrow,20.34917,2007-03-26
48778,Toy Story,14.23951,2012-05-17
30015,Gladiator,90.647058,2017-11-01
77623,Vertigo,26.361271,1991-08-15
10672,Vertigo,84.912182,2010-12-13
34706,Shrek,30.116971,1994-02-05
88793,Psycho,29.800086,1992-03-06
34064,The Avengers,95.798946,2013-11-28
39996,Jurassic Park,96.547328,2003-01-19
65725,Harry Potter,96.198256,1995-09-04
80196,300,14.151553,2017-04-20
80361,Forrest Gump,57.383427,2011-07-10
26993,Inception,4.12663,2009-04-28
20100,Batman Begins,68.803248,2018-11-26
26227,Interstellar,67.276706,2004-12-01
24464,The Incredibles,99.2364,2009-11-03
22409,The Silence of the Lambs,87.84306,2006-05-17
25559,Brave,22.209464,2019-01-05
23077,Back to the Future,44.657875,2020-07-02
75640,Back to the Future,26.100499,2005-07-27
87199,Pulp Fiction,5.250707,1992-07-28
37193,Forrest Gump,38.555574,2019-09-18
83838,The Avengers,11.21643,1992-10-30
90990,Inception,76.60689,2017-05-27
59384,Back to the Future,39.247847,1995-08-10
63106,Jurassic Park,3.608349,1997-07-05
85225,Brave,27.434639,1992-02-17
49019,Cars,33.607919,2000-10-16
48243,The Avengers,45.592471,2014-12-08
39047,The Matrix,68.278959,2001-05-21
55375,Avatar,78.894675,2020-09-08
69480,The Shawshank Redemption,98.587699,1996-12-27
19809,Spider-Man,85.495494,2004-09-22
37466,Psycho,46.032591,1995-08-14
73323,Harry Potter,10.996211,2001-11-15
74385,Kingdom of Heaven,66.567561,1996-06-02
44335,The Lion King,42.527073,2005-06-01
46388,Batman Begins,40.856624,1993-04-04
24067,Avatar,34.106036,2002-08-24
65686,Fight Club,17.300732,1997-09-03
98914,Brave,9.335009,2007-12-17
2439,Up,81.979585,2005-08-23
95303,Iron Man,18.903975,1997-11-09
678,The Godfather,70.133761,2009-12-20
41097,Iron Man,72.812803,2000-05-22
58779,300,31.081163,2000-05-19
41463,Lord of the Rings,55.844718,1999-06-21
41144,Braveheart,71.279643,2006-07-04
83007,The Incredibles,13.877336,1998-07-25
35281,Batman Begins,17.350637,2005-05-18
38061,Up,71.89709,2020-04-11
96248,The Godfather,28.346519,2014-07-10
76558,Ratatouille,11.165811,2008-09-03
84652,Alpha and Omega,52.264173,2000-01-26
17639,Vertigo,80.733045,1996-08-20
63843,Psycho,30.963271,2005-01-13
39605,Back to the Future,26.42295,2012-03-05
28053,Casablanca,21.172898,2008-05-31
8331,Monsters Inc,47.930359,2004-10-21
19903,Batman Begins,57.489733,2010-06-08
49468,Star Wars,13.889288,2005-02-26
32731,Pulp Fiction,80.242636,2006-01-23
62891,Indiana Jones,53.242341,1996-11-25
35878,Up,56.49479,1995-02-24
51754,Forrest Gump,12.197095,2004-11-12
983,Vertigo,62.512913,1997-07-07
82288,Ratatouille,67.992769,2002-12-27
34352,Titanic,40.679596,2003-01-30
19201,Titanic,60.121723,1994-10-29
38478,Vertigo,23.725104,2016-02-15
4332,Better Luck Tomorrow,64.108546,2006-01-23
99573,The Godfather,53.535474,2015-01-25
2630,Back to the Future,58.488629,1991-03-04
82885,Monsters Inc,25.544278,1990-01-31
60123,Troy,79.015992,2016-03-01
14206,Up,82.683171,2013-09-20
64171,Psycho,10.922814,2016-12-16
11292,Forrest Gump,86.828823,2000-09-18
12041,Avatar,77.701365,1991-01-26
75590,The Incredibles,55.547599,1996-09-23
60335,The Matrix,5.982438,2004-06-11
22812,Better Luck Tomorrow,52.565117,2010-09-06
23452,Citizen Kane,47.124266,2001-11-26
30600,Up,22.734509,2015-06-12
21879,Jurassic Park,83.4367,2018-12-06
66310,Titanic,32.393734,2003-01-03
85627,Goodfellas,58.235333,1991-04-15
12366,Schindler's List,45.330416,2010-01-23
98744,Alpha and Omega,87.907688,2003-11-30
4788,Jurassic Park,50.346324,2003-11-04
21421,The Avengers,28.160771,2016-02-01
91601,Brave,72.3534,1993-01-16
88486,Avatar,76.855865,2018-04-09
4293,Citizen Kane,93.49791,2017-12-07
84412,Finding Nemo,74.748781,2004-06-20
88795,Back to the Future,5.434243,2020-08-09
83304,Titanic,82.993308,2019-10-23
58991,Citizen Kane,48.491293,1993-11-06
99179,Iron Man,15.04807,1993-09-07
61308,The Incredibles,97.858271,2019-05-28
79639,The Lion King,65.17894,1998-12-15
25248,WALL-E,89.284164,2012-06-13
40155,Gladiator,18.177788,2010-02-28
56269,Monsters Inc,77.755356,1998-07-28
24267,Lord of the Rings,59.852642,2002-07-26
81661,Shrek,38.939422,2003-12-28
24877,Indiana Jones,21.760504,1995-12-26
95595,Titanic,34.404433,2002-08-29
45518,The Godfather,53.641785,1991-05-29
89089,Shrek,73.437187,2005-09-22
53630,Star Wars,43.87648,1990-11-15
2186,The Godfather,39.557476,2002-09-19
29935,Inception,1.351809,2012-12-11
73995,Iron Man,94.955601,2008-12-23
85975,Alpha and Omega,77.186735,2016-02-05
85434,Iron Man,99.591009,2011-10-14
99907,Shrek,92.073103,2013-05-21
378,Finding Nemo,86.36701,1999-07-13
65014,Se7en,6.279229,2001-05-05
31859,Casablanca,61.753318,1995-02-16
29568,Schindler's List,22.922835,1999-12-03
43043,Avatar,88.213599,2008-01-05
66694,The Silence of the Lambs,82.066956,1992-09-05
2056,Troy,17.45422,1998-10-26
96455,Lord of the Rings,78.753773,2013-02-23
40692,Citizen Kane,98.698189,2003-02-23
1818,Toy Story,36.072516,2020-02-23
58907,The Silence of the Lambs,36.841764,2001-11-26
11932,Goodfellas,3.000541,2009-06-09
94113,Braveheart,72.838585,2007-03-26
20260,Pulp Fiction,82.776466,2005-03-16
68336,Better Luck Tomorrow,5.1382,1993-06-28
42214,The Incredibles,94.555854,2012-07-28
11070,Harry Potter,7.810178,2012-05-20
44244,The Avengers,57.101583,1995-08-19
69355,Better Luck Tomorrow,92.770875,2009-02-25
80067,Inception,92.872322,1999-10-10
65092,Harry Potter,13.759366,1992-04-10
28343,Back to the Future,97.146608,2001-10-13
50556,Indiana Jones,27.407559,2010-07-28
53227,Psycho,34.493465,1997-03-22
23148,Cars,67.674103,1992-05-04
47767,Ratatouille,11.653305,2015-06-10
31624,Titanic,53.662515,2016-08-23
95611,Braveheart,81.68963,2003-11-21
72150,Cars,49.871253,2003-07-27
80428,Schindler's List,6.575459,2020-12-24
97968,Monsters Inc,80.602564,1992-03-31
99155,Pulp Fiction,24.409305,2007-09-02
76804,Se7en,80.660609,2000-08-14
85855,Alpha and Omega,93.847123,2011-05-14
2280,Kingdom of Heaven,75.603962,1993-10-27
2887,Cars,3.798614,2010-12-31
63061,Star Wars,66.124716,1999-11-24
50900,WALL-E,27.578941,2002-08-22
45328,Infamous,20.297453,2014-09-24
61574,WALL-E,76.202891,1992-10-10
53491,Oliver Twist,29.309439,1999-04-15
11114,Schindler's List,14.787154,2010-01-03
25887,Jurassic Park,17.504625,1996-03-17
23135,Gladiator,67.887768,1993-03-13
72877,The Avengers,46.016772,2016-03-17
4284,Alpha and Omega,21.258625,2013-10-23
2204,Gladiator,8.429493,2015-01-27
30274,Shrek,93.757712,2013-02-08
42227,Cars,99.754215,1995-08-17
41251,The Matrix,39.720122,1990-06-09
11995,Avatar,25.244979,2006-08-09
77448,Gladiator,4.656748,2004-11-12
53627,Lord of the Rings,31.074035,2004-04-04
15084,Back to the Future,58.482955,1998-04-26
69989,Goodfellas,52.678328,2000-12-23
50539,Avatar,41.423647,2014-06-12
33867,The Godfather,36.527617,2013-05-17
49652,Infamous,97.833889,2017-11-29
96758,Ratatouille,50.277025,1999-02-11
55098,Avatar,1.381915,1992-01-26
92285,Lord of the Rings,70.07487,2003-05-16
18620,Fight Club,58.531661,2019-03-11
933,Inception,16.239962,2007-10-30
11988,Indiana Jones,70.980018,2004-01-19
